-38,366173
-35,366173
-32,366173
-36,366173
-33,366173
-38,366173
-37,366173
-32,366173
-39,366173
-41,366173
-30,365802
-38,365802
-35,365802
-36,365802
-37,365802
-37,365802
-37,365802
-34,365802
-36,365802
-36,365802
-36,366074
-33,366074
-35,366074
-37,366074
-37,366074
-35,366074
-34,366074
-41,366074
-33,366074
-35,366527
-37,366527
-36,366527
-37,366527
-41,366527
-38,366527
-34,366527
-34,366527
-40,366527
-33,366527
-35,366435
-33,366435
-34,366435
-35,366435
-40,366435
-35,366435
-31,366435
-34,366435
-37,366435
-37,366056
-36,366056
-37,366056
-38,366056
-35,366056
-33,366056
-36,366056
-34,366056
-38,366056
-40,366056
-35,365923
-35,365923
-33,365923
-38,365923
-35,365923
-35,365923
-36,365923
-35,365923
-38,365923
-35,365923
-39,366214
-35,366214
-39,366214
-30,366214
-33,366214
-36,366214
-34,366214
-38,366214
-35,366214
-37,366349
-36,366349
-43,366349
-34,366349
-40,366349
-36,366349
-38,366349
-34,366349
-34,366349
-34,366349
-31,366019
-37,366019
-35,366019
-38,366019
-34,366019
-35,366019
-41,366019
-32,366019
-37,366019
-36,366019
-39,365696
-39,365696
-36,365696
-36,365696
-32,365696
-37,365696
-32,365696
-35,365696
-33,365696
-35,365972
-35,365972
-40,365972
-33,365972
-36,365972
-33,365972
-39,365972
-40,365972
-35,365972
-37,365972
-34,366105
-34,366105
-36,366105
-34,366105
-36,366105
-38,366105
-36,366105
-39,366105
-42,366105
-34,366105
-37,365961
-38,365961
-35,365961
-36,365961
-34,365961
-36,365961
-41,365961
-38,365961
-35,365961
-37,365738
-33,365738
-37,365738
-34,365738
-40,365738
-38,365738
-35,365738
-35,365738
-35,365738
-33,365738
-36,365767
-34,365767
-33,365767
-34,365767
-35,365767
-31,365767
-41,365767
-38,365767
-37,365767
-35,366003
-37,366003
-38,366003
-38,366003
-41,366003
-38,366003
-35,366003
-32,366003
-38,366003
-35,366003
-36,366017
-38,366017
-36,366017
-39,366017
-32,366017
-37,366017
-39,366017
-34,366017
-35,366017
-34,366017
-38,365752
-36,365752
-36,365752
-36,365752
-36,365752
-38,365752
-32,365752
-33,365752
-35,365752
-34,365723
-36,365723
-33,365723
-38,365723
-36,365723
-36,365723
-37,365723
-35,365723
-38,365723
-35,365723
-36,365858
-39,365858
-35,365858
-37,365858
-33,365858
-36,365858
-34,365858
-37,365858
-35,365858
-36,365858
-36,365916
-35,365916
-36,365916
-28,365916
-42,365916
-37,365916
-38,365916
-35,365916
-36,365916
-33,365758
-33,365758
-36,365758
-37,365758
-33,365758
-35,365758
-39,365758
-34,365758
-35,365758
-38,365758
-34,365654
-39,365654
-40,365654
-36,365654
-37,365654
-35,365654
-38,365654
-38,365654
-32,365654
-38,365814
-36,365814
-32,365814
-36,365814
-32,365814
-35,365814
-32,365814
-38,365814
-35,365814
-35,365814
-33,365991
-34,365991
-35,365991
-35,365991
-36,365991
-34,365991
-36,365991
-35,365991
-35,365991
-33,365991
-34,365771
-36,365771
-34,365771
-37,365771
-38,365771
-37,365771
-37,365771
-38,365771
-29,365771
-37,365412
-36,365412
-37,365412
-38,365412
-35,365412
-35,365412
-37,365412
-33,365412
-38,365412
-39,365412
-35,365441
-38,365441
-40,365441
-38,365441
-35,365441
-39,365441
-36,365441
-37,365441
-36,365441
-35,365441
-36,365617
-33,365617
-34,365617
-33,365617
-37,365617
-35,365617
-37,365617
-35,365617
-39,365617
-36,365770
-37,365770
-35,365770
-35,365770
-37,365770
-37,365770
-40,365770
-35,365770
-36,365770
-36,365770
-36,365545
-33,365545
-31,365545
-32,365545
-35,365545
-32,365545
-37,365545
-32,365545
-33,365545
-40,365545
-37,365395
-36,365395
-36,365395
-37,365395
-37,365395
-38,365395
-36,365395
-34,365395
-36,365395
-34,365551
-33,365551
-34,365551
-36,365551
-38,365551
-39,365551
-33,365551
-42,365551
-33,365551
-39,365551
-36,365747
-36,365747
