59,283414
54,283414
52,283414
59,283414
56,283588
59,283588
58,283588
62,283588
60,283588
62,283588
59,283588
55,283588
59,283588
64,283588
56,283480
58,283480
57,283480
64,283480
58,283480
59,283480
62,283480
58,283480
57,283480
56,283480
62,283441
60,283441
59,283441
54,283441
59,283441
60,283441
57,283441
51,283441
59,283441
60,283548
53,283548
57,283548
58,283548
59,283548
59,283548
58,283548
56,283548
57,283548
56,283548
58,283553
59,283553
62,283553
60,283553
58,283553
62,283553
59,283553
60,283553
62,283553
60,283553
58,283344
58,283344
63,283344
59,283344
58,283344
59,283344
64,283344
57,283344
60,283344
60,283253
59,283253
63,283253
60,283253
62,283253
60,283253
59,283253
60,283253
59,283253
58,283253
63,283330
58,283330
62,283330
63,283330
60,283330
58,283330
57,283330
61,283330
65,283330
58,283335
55,283335
59,283335
59,283335
56,283335
59,283335
63,283335
60,283335
53,283335
57,283335
63,283359
58,283359
60,283359
59,283359
58,283359
61,283359
57,283359
59,283359
59,283359
55,283359
55,283434
63,283434
58,283434
58,283434
59,283434
58,283434
63,283434
59,283434
56,283434
62,283481
62,283481
57,283481
61,283481
60,283481
59,283481
63,283481
58,283481
59,283481
64,283481
58,283407
60,283407
54,283407
59,283407
60,283407
57,283407
62,283407
60,283407
60,283407
57,283407
58,283336
57,283336
58,283336
56,283336
59,283336
60,283336
63,283336
62,283336
61,283336
64,283280
61,283280
62,283280
60,283280
57,283280
58,283280
58,283280
57,283280
61,283280
59,283280
54,283369
53,283369
55,283369
58,283369
57,283369
58,283369
59,283369
61,283369
57,283369
57,283369
60,283352
57,283352
61,283352
61,283352
56,283352
64,283352
59,283352
59,283352
60,283352
57,283255
55,283255
61,283255
56,283255
60,283255
61,283255
58,283255
59,283255
61,283255
56,283255
54,283340
60,283340
58,283340
64,283340
58,283340
62,283340
61,283340
59,283340
61,283340
60,283510
63,283510
61,283510
60,283510
57,283510
59,283510
62,283510
56,283510
54,283510
58,283510
61,283483
58,283483
63,283483
58,283483
61,283483
59,283483
62,283483
61,283483
62,283483
58,283483
59,283453
54,283453
59,283453
57,283453
56,283453
59,283453
58,283453
60,283453
57,283453
59,283345
58,283345
57,283345
55,283345
53,283345
61,283345
57,283345
53,283345
55,283345
62,283345
58,283545
55,283545
61,283545
59,283545
61,283545
61,283545
58,283545
60,283545
59,283545
61,283545
60,283652
58,283652
60,283652
60,283652
59,283652
63,283652
60,283652
64,283652
58,283652
58,283477
58,283477
59,283477
60,283477
60,283477
60,283477
59,283477
61,283477
58,283477
59,283477
59,283237
57,283237
53,283237
60,283237
61,283237
59,283237
56,283237
52,283237
60,283237
58,283237
59,283331
59,283331
54,283331
49,283331
45,283331
46,283331
46,283331
44,283331
40,283331
33,283721
41,283721
39,283721
37,283721
40,283721
35,283721
42,283721
37,283721
39,283721
40,283721
39,285698
36,285698
34,285698
35,285698
35,285698
39,285698
37,285698
39,285698
39,285698
37,284514
37,284514
36,284514
41,284514
36,284514
35,284514
40,284514
33,284514
39,284514
36,284514
39,286051
36,286051
37,286051
39,286051
39,286051
32,286051
38,286051
34,286051
39,286051
38,286051
35,286923
39,286923
31,286923
37,286923
38,286923
37,286923
38,286923
32,286923
37,286923
33,286855
39,286855
37,286855
38,286855
40,286855
38,286855
37,286855
36,286855
39,286855
34,286855
39,286688
37,286688
33,286688
35,286688
39,286688
34,286688
32,286688
34,286688
38,286688
36,286688
37,286592
37,286592
38,286592
34,286592
40,286592
38,286592
40,286592
40,286592
37,286592
38,286672
38,286672
35,286672
41,286672
43,286672
39,286672
32,286672
39,286672
36,286672
34,286672
38,286866
34,286866
37,286866
35,286866
36,286866
38,286866
39,286866
36,286866
39,286866
44,286938
42,286938
39,286938
38,286938
35,286938
39,286938
38,286938
33,286938
32,286938
33,286938
41,286941
34,286941
33,286941
35,286941
32,286941
37,286941
36,286941
37,286941
37,286941
35,286941
35,286848
36,286848
40,286848
35,286848
37,286848
36,286848
37,286848
34,286848
40,286848
47,286986
69,286986
96,286986
123,286986
156,286986
184,286986
213,286986
243,286986
276,286986
321,286986
369,285325
404,285325
441,285325
493,285325
545,285325
581,285325
607,285325
627,285325
654,285325
680,285325
700,322146
734,322146
752,322146
774,322146
803,322146
826,322146
851,322146
872,322146
890,322146
920,315726
944,315726
970,315726
997,315726
1024,315726
1054,315726
1084,315726
1114,315726
1142,315726
1166,315726
1185,273898
1207,273898
1225,273898
1244,273898
1268,273898
1294,273898
1324,273898
1346,273898
1372,273898
1405,273898
1431,286269
1461,286269
1500,286269
1545,286269
1581,286269
1629,286269
1670,286269
1707,286269
1750,286269
1790,373270
1835,373270
1886,373270
1930,373270
1979,373270
2022,373270
2063,373270
2117,373270
2174,373270
2225,373270
2295,271431
2374,271431
2445,271431
2527,271431
2608,271431
2679,271431
2739,271431
2811,271431
2887,271431
2935,290056
2975,290056
3029,290056
3093,290056
3123,290056
3154,290056
3191,290056
3241,290056
3273,290056
3312,290056
3346,368223
3401,368223
3444,368223
3487,368223
3524,368223
3567,368223
3619,368223
3640,368223
3658,368223
3681,368223
3705,263819
3720,263819
3740,263819
3754,263819
3775,263819
3793,263819
3814,263819
3838,263819
3862,263819
3886,377273
3919,377273
3949,377273
3977,377273
4005,377273
4043,377273
4071,377273
4099,377273
4125,377273
4153,377273
4171,287157
4182,287157
4183,287157
4206,287157
4247,287157
4285,287157
4316,287157
4353,287157
4395,287157
4437,287157
4500,267703
4563,267703
4630,267703
4688,267703
4741,267703
4800,267703
4861,267703
4930,267703
4984,267703
5047,384995
5119,384995
5179,384995
5234,384995
5300,384995
5366,384995
5427,384995
5492,384995
5564,384995
5647,384995
5702,269453
5768,269453
5830,269453
5879,269453
5919,269453
5957,269453
5997,269453
6026,269453
6048,269453
6075,269453
6116,268379
6153,268379
6183,268379
6212,268379
6238,268379
6266,268379
6297,268379
6318,268379
6346,268379
6376,384967
6409,384967
6440,384967
6472,384967
6501,384967
6535,384967
6558,384967
6585,384967
6604,384967
6628,384967
6649,307649
6671,307649
6697,307649
6727,307649
6756,307649
6786,307649
6812,307649
6838,307649
6866,307649
6896,290995
6920,290995
6954,290995
6993,290995
7030,290995
7076,290995
7120,290995
7161,290995
7190,290995
7231,290995
7269,374418
7304,374418
7325,374418
7359,374418
7400,374418
7445,374418
7503,374418
7579,374418
7653,374418
7722,374418
7787,224552
7874,224552
7944,224552
8008,224552
8081,224552
8145,224552
8195,224552
8252,224552
8303,224552
8370,381679
8411,381679
8454,381679
8508,381679
8553,381679
8598,381679
8635,381679
8681,381679
8732,381679
8784,381679
8828,286962
8878,286962
8933,286962
8975,286962
8997,286962
9024,286962
9048,286962
9075,286962
9087,286962
9097,286962
9109,227935
9127,227935
9141,227935
9160,227935
9179,227935
9198,227935
9220,227935
9242,227935
9264,227935
9284,335830
9313,335830
9339,335830
9369,335830
9388,335830
9414,335830
9430,335830
9459,335830
9487,335830
9504,335830
9510,269215
9517,269215
9537,269215
9559,269215
9583,269215
9596,269215
9612,269215
9638,269215
9661,269215
9712,298432
9757,298432
9792,298432
9820,298432
9856,298432
9885,298432
9907,298432
9949,298432
9968,298432
9962,298432
9959,340518
9974,340518
9987,340518
9999,340518
10003,340518
10007,340518
10006,340518
10004,340518
10010,340518
10007,340518
10004,276595
10008,276595
10008,276595
10009,276595
10008,276595
9999,276595
9996,276595
9989,276595
9988,276595
9992,348148
9986,348148
9990,348148
9989,348148
9989,348148
9987,348148
9991,348148
9990,348148
9991,348148
9995,348148
10000,395542
9994,395542
9996,395542
9995,395542
10000,395542
9998,395542
10001,395542
9998,395542
10002,395542
9999,395542
9998,279107
10003,279107
9999,279107
9995,279107
10001,279107
10001,279107
9998,279107
9999,279107
10000,279107
10001,430684
10001,430684
10001,430684
9999,430684
10001,430684
9998,430684
9997,430684
9996,430684
9999,430684
9999,430684
9996,328187
10002,328187
9993,328187
10000,328187
9998,328187
9996,328187
10000,328187
10001,328187
10001,328187
9999,328187
10001,331954
10002,331954
9997,331954
10004,331954
10004,331954
9999,331954
9999,331954
9999,331954
10001,331954
9999,344762
10000,344762
9999,344762
9995,344762
9995,344762
10001,344762
10000,344762
10001,344762
10001,344762
10002,344762
9997,390276
9998,390276
9999,390276
9999,390276
10005,390276
9997,390276
10003,390276
9999,390276
10002,390276
9999,347203
10001,347203
9996,347203
10000,347203
9999,347203
10000,347203
10001,347203
10003,347203
9998,347203
10004,347203
10001,328439
9996,328439
10002,328439
9998,328439
10000,328439
10004,328439
9999,328439
9997,328439
10000,328439
9993,328439
10002,343905
9996,343905
9998,343905
9998,343905
9999,343905
9998,343905
9998,343905
9997,343905
9997,343905
10000,330662
9999,330662
9998,330662
9996,330662
9998,330662
10000,330662
9997,330662
10000,330662
10002,330662
9997,330662
9997,340030
10001,340030
10005,340030
9998,340030
9999,340030
9999,340030
10000,340030
10001,340030
10001,340030
10000,340030
9999,334144
10000,334144
9997,334144
10002,334144
9997,334144
10003,334144
10000,334144
10002,334144
9997,334144
10000,335546
10000,335546
10001,335546
10003,335546
10001,335546
10003,335546
9996,335546
10001,335546
10004,335546
10003,335546
10001,334656
9997,334656
9999,334656
10005,334656
9999,334656
10001,334656
10003,334656
9996,334656
9998,334656
10002,334656
10002,334088
10002,334088
10003,334088
10002,334088
10000,334088
10000,334088
9997,334088
10001,334088
10004,334088
9999,336843
9999,336843
10000,336843
9998,336843
10001,336843
10003,336843
9998,336843
9997,336843
10000,336843
10004,336843
9999,332910
9999,332910
10003,332910
10001,332910
10005,332910
10002,332910
10000,332910
10002,332910
10003,332910
10003,335551
9996,335551
10002,335551
9996,335551
10002,335551
10000,335551
10001,335551
9999,335551
10002,335551
10001,335551
10005,329823
10003,329823
10000,329823
10001,329823
10001,329823
10004,329823
10004,329823
10002,329823
9998,329823
9999,329823
9998,335797
10003,335797
10006,335797
10002,335797
10001,335797
10000,335797
10002,335797
10003,335797
10006,335797
10006,334873
10001,334873
10001,334873
10008,334873
10002,334873
10003,334873
10006,334873
10001,334873
10000,334873
10000,334873
10003,334583
10001,334583
10001,334583
10006,334583
10006,334583
10005,334583
10001,334583
10000,334583
10002,334583
10002,334583
9997,340071
9998,340071
10004,340071
9997,340071
9998,340071
9999,340071
10002,340071
10000,340071
